,CountryName,CountryCode,LongName,IncomeGroup,Region,year,gdp_pc_k,gdp_pc_c,va_c,va_k,emp_ratio,gdp_pwkr,pop,wkrs,va_c_pwkr,va_k_pwkr,povgap_rate_2day,pov_rate_1day,povgap_rate_1day,pov_rate_2day,Country Code,Year,Agri_const
116,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1972,440.805353433876,135.00867184325216,,,,,3039300.0,,,,,,,,BEN,1972,380666082.3731601
117,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,2011,553.7433773439386,745.9154748023227,,,72.0,,9779795.0,7041452.5,,,,,,,BEN,2011,
118,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1989,434.5599814483303,310.63272581306154,,,,,4836240.0,,,,,,,,BEN,1989,683393761.1812327
119,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,2003,535.9535406286321,464.04614304679114,,,71.4000015258789,,7665681.0,5473296.5,,,33.5,47.33,15.73,75.32,BEN,2003,1334927275.8229048
120,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1973,446.7394277631821,162.17494308483924,,,,,3110074.0,,,,,,,,BEN,1973,433509332.31583273
121,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,2012,567.9137756566683,751.9163167907933,,,72.0999984741211,,10050702.0,7246556.0,,,,,,,BEN,2012,
122,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1994,458.5706032163515,276.15912106584653,,,72.0999984741211,,5786794.0,4172278.5,,,,,,,BEN,1994,867194840.132802
123,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,2010,550.0445443395276,689.6483313441565,,,72.0,,9509798.0,6847054.5,,,,,,,BEN,2010,1667026734.0597122
124,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,2004,534.7388229481246,511.2929788674266,,,71.3000030517578,,7922796.0,5648954.0,,,,,,,BEN,2004,1418858065.9671311
125,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1980,448.05875591580923,377.95663608778995,,,,,3718024.0,,,,,,,,BEN,1980,464011017.7197348
126,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1982,476.3396405118514,322.47880728420057,,,,,3931355.0,,,,,,,,BEN,1982,438837791.4362155
127,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1961,399.5793611847694,95.56692199534719,,,,,2466002.0,,,,,,,,BEN,1961,
128,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,2006,535.4940386692598,557.232446905139,,,71.5999984741211,,8443671.0,6045668.5,,,,,,,BEN,2006,1485272405.0376408
129,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1993,465.94504890510757,407.45018806145674,,,71.9000015258789,,5582420.0,4013760.0,,,,,,,BEN,1993,839631928.0294199
130,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1975,418.48580220227836,207.4405897248034,,,,,3262959.0,,,,,,,,BEN,1975,351070307.9789991
131,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1960,392.88753226348797,93.02258504472537,,,,,2431620.0,,,,,,,,BEN,1960,
132,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1968,436.3207299488415,117.0224628356669,,,,,2788551.0,,,,,,,,BEN,1968,
133,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1963,391.8523911082321,99.84044469555683,,,,,2543335.0,,,,,,,,BEN,1963,
134,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1992,456.96615732397856,315.2182868167762,,,71.5,,5378226.0,3845431.5,,,,,,,BEN,1992,762421980.2629708
135,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1962,380.14890834468855,94.45187434021595,,,,,2503232.0,,,,,,,,BEN,1962,
